user,timestamp,week,day,hour,logged,episode,name,watchingTime,duration
8245068c-ef41-44f7-4b63-1a94a69b,17/03/27 13:07,11,17/03/27,13:07:49,FALSE,10,Ep.10,279,587
87549470-3f83-7792-2afc-37563173,17/03/30 23:05,11,17/03/30,23:05:04,FALSE,9,Ep.9a,9,73
87549470-3f83-7792-2afc-37563173,17/03/30 23:06,11,17/03/30,23:06:21,FALSE,9,Ep.9a,9,73
8902fa8f-770c-18a1-9c9c-7236e17b,17/03/27 19:15,11,17/03/27,19:15:42,FALSE,1,Ep.1,48,419
89a68fdd-5596-7104-1a37-77f0ee08,17/04/02 15:50,11,17/04/02,15:50:57,FALSE,1,Ep.1,8,419
89ae2222-6b47-80cc-8a8e-a8be866b,17/03/27 14:51,11,17/03/27,14:51:53,FALSE,10,Ep.10,547,587
8a2201e2-581a-9786-dc26-fbb4836d,17/03/27 16:17,11,17/03/27,16:17:42,FALSE,1,Ep.1,300,419
8ae29d55-64a1-1cf2-962b-4a35e380,17/03/31 4:29,11,17/03/31,4:29:31,FALSE,8,Ep.8,32,702
8ae29d55-64a1-1cf2-962b-4a35e380,17/03/31 4:35,11,17/03/31,4:35:38,FALSE,6,Ep.6,21,697
8ae29d55-64a1-1cf2-962b-4a35e380,17/04/01 3:06,11,17/04/01,3:06:09,FALSE,4,Ep.4,496,599
8ae29d55-64a1-1cf2-962b-4a35e380,17/04/01 4:17,11,17/04/01,4:17:28,FALSE,11,Ep.11,17,590
8d48f34c-b0ea-8263-7a06-38043455,17/03/31 20:57,11,17/03/31,20:57:12,FALSE,11,Ep.11,280,590
8eadc294-c1a9-3486-5585-f6aa7f5a,17/03/31 14:46,11,17/03/31,14:46:04,FALSE,1,Ep.1,20,419
8f3f944b-ca37-b8af-8ff9-a0c40f36,17/03/28 22:30,11,17/03/28,22:30:16,FALSE,2,Ep.2,328,481
8f3f944b-ca37-b8af-8ff9-a0c40f36,17/03/28 22:39,11,17/03/28,22:39:18,FALSE,11,Ep.11,447,590
90378895-962d-e91e-0fb1-5a15cff2,17/03/28 20:59,11,17/03/28,20:59:08,FALSE,6,Ep.6,674,697
914d2e94-3028-ef53-bef0-36891b5e,17/04/01 16:33,11,17/04/01,16:33:39,FALSE,9,Ep.9b,532,564
914d2e94-3028-ef53-bef0-36891b5e,17/04/01 16:43,11,17/04/01,16:43:48,FALSE,9,Ep.9a,24,73
914d2e94-3028-ef53-bef0-36891b5e,17/04/01 16:44,11,17/04/01,16:44:43,FALSE,10,Ep.10,475,587
927bd082-5126-28fb-b224-a4ca77fb,17/03/28 8:55,11,17/03/28,8:55:52,FALSE,10,Ep.10,142,587
927bd082-5126-28fb-b224-a4ca77fb,17/03/28 9:48,11,17/03/28,9:48:06,FALSE,10,Ep.10,464,587
927bd082-5126-28fb-b224-a4ca77fb,17/03/28 10:14,11,17/03/28,10:14:48,FALSE,1,Ep.1,282,419
9909a849-69a2-0782-4bdf-010188d7,17/03/28 7:42,11,17/03/28,7:42:57,FALSE,1,Ep.1,383,419
9909a849-69a2-0782-4bdf-010188d7,17/03/28 14:37,11,17/03/28,14:37:45,FALSE,1,Ep.1,127,419
9dc12c8c-52e5-65df-695e-7e4bff58,17/03/29 7:23,11,17/03/29,7:23:46,FALSE,11,Ep.11,487,590
9e184ea2-45e6-abdb-90a9-fb5b011b,17/04/01 8:06,11,17/04/01,8:06:52,FALSE,8,Ep.8,139,702
9e7680d4-2202-e9db-8d73-d0fe9555,17/03/29 13:26,11,17/03/29,13:26:53,FALSE,1,Ep.1,7,419
a206edb1-1a8f-f25c-3445-1825ba06,17/03/27 14:06,11,17/03/27,14:06:50,FALSE,10,Ep.10,24,587
a206edb1-1a8f-f25c-3445-1825ba06,17/03/27 14:10,11,17/03/27,14:10:09,FALSE,11,Ep.11,511,590
a3e2796e-5161-b1c2-5973-c58dc632,17/03/28 14:04,11,17/03/28,14:04:08,FALSE,2,Ep.2,46,481
a3e2796e-5161-b1c2-5973-c58dc632,17/03/28 14:05,11,17/03/28,14:05:13,FALSE,1,Ep.1,17,419
a6b18441-8b6e-dfd0-1d04-37f31baa,17/04/02 18:13,11,17/04/02,18:13:35,FALSE,11,Ep.11,162,590
a6ccae14-4351-311e-9e76-1c8d5839,17/04/02 13:49,11,17/04/02,13:49:33,FALSE,1,Ep.1,281,419
a8ea478d-6201-5533-2641-c446e927,17/03/27 9:31,11,17/03/27,9:31:06,FALSE,11,Ep.11,266,590
a925f46b-8b0d-f9f1-4617-4a470a7c,17/03/30 21:09,11,17/03/30,21:09:29,FALSE,1,Ep.1,417,419
a96e9db0-5940-66d7-4a98-2379b34d,17/03/28 11:16,11,17/03/28,11:16:52,FALSE,11,Ep.11,429,590
a96e9db0-5940-66d7-4a98-2379b34d,17/03/28 14:03,11,17/03/28,14:03:20,FALSE,2,Ep.2,406,481
a9828ac0-5456-c215-69cd-a84ea11b,17/03/28 7:10,11,17/03/28,7:10:40,FALSE,11,Ep.11,208,590
a9828ac0-5456-c215-69cd-a84ea11b,17/03/28 7:36,11,17/03/28,7:36:06,FALSE,1,Ep.1,289,419
aa6fe4ca-33e8-8e22-22d3-4b3cccc2,17/03/31 14:51,11,17/03/31,14:51:51,FALSE,1,Ep.1,4,419
aaf0d477-010c-d7ef-3dd4-899f85b1,17/03/27 21:05,11,17/03/27,21:05:01,FALSE,1,Ep.1,23,419
abda0840-539e-d7ad-7f3c-e3005350,17/03/27 17:01,11,17/03/27,17:01:29,FALSE,11,Ep.11,195,590
Aleš Dolenc,17/03/27 13:20,11,17/03/27,13:20:59,TRUE,11,Ep.11,311,590
alexhana,17/03/31 1:31,11,17/03/31,1:31:10,TRUE,10,Ep.10,36,587
andrea vlastelica,17/03/29 20:54,11,17/03/29,20:54:03,TRUE,9,Ep.9a,6,73
andrea vlastelica,17/03/31 20:12,11,17/03/31,20:12:10,TRUE,6,Ep.6,633,697
andrea vlastelica,17/03/31 20:24,11,17/03/31,20:24:20,TRUE,9,Ep.9b,314,564
andrea zavorović,17/04/01 20:04,11,17/04/01,20:04:07,TRUE,7,Ep.7,338,339
b203a259-8fca-f544-f793-7196165c,17/03/30 14:48,11,17/03/30,14:48:16,FALSE,1,Ep.1,337,419
b203a259-8fca-f544-f793-7196165c,17/03/30 14:55,11,17/03/30,14:55:44,FALSE,2,Ep.2,382,481
b203a259-8fca-f544-f793-7196165c,17/03/30 15:03,11,17/03/30,15:03:23,FALSE,3,Ep.3,350,596
b203a259-8fca-f544-f793-7196165c,17/03/30 15:23,11,17/03/30,15:23:58,FALSE,5,Ep.5,447,550
b203a259-8fca-f544-f793-7196165c,17/03/30 15:44,11,17/03/30,15:44:33,FALSE,7,Ep.7,213,339
b275744f-1661-78ad-e134-b3c2ee82,17/03/31 11:02,11,17/03/31,11:02:27,FALSE,1,Ep.1,169,419
b396bbd0-24b8-95eb-cae7-c5e1f0f7,17/03/28 13:21,11,17/03/28,13:21:51,FALSE,11,Ep.11,199,590
b4611f98-9d13-0988-dc4a-073beab8,17/03/31 23:34,11,17/03/31,23:34:59,FALSE,1,Ep.1,124,419
b6bb5a2c-44fb-bef9-e19b-af8a1937,17/03/27 22:48,11,17/03/27,22:48:37,FALSE,11,Ep.11,61,590
b72adff2-1ad2-0ae4-6ed6-f61ee61b,17/03/28 8:59,11,17/03/28,8:59:49,FALSE,11,Ep.11,219,590
b867d573-916d-f3c2-0209-41121ea7,17/03/27 7:53,11,17/03/27,7:53:08,FALSE,11,Ep.11,547,590
ba81f81a-9632-58b9-436a-9b0fcc4a,17/03/27 11:48,11,17/03/27,11:48:07,FALSE,1,Ep.1,48,419
batutobis,17/03/29 8:07,11,17/03/29,8:07:49,TRUE,1,Ep.1,179,419
bb0f808d-d214-f1cf-2c2b-a60389f0,17/03/27 17:22,11,17/03/27,17:22:19,FALSE,1,Ep.1,149,419
bb80a630-4e53-8de4-9eb6-8187f006,17/03/27 18:56,11,17/03/27,18:56:10,FALSE,1,Ep.1,11,419
bc2f3f2c-e456-a780-8f1f-0ad4050a,17/03/27 9:26,11,17/03/27,9:26:09,FALSE,11,Ep.11,469,590
bcd9230e-8a2c-5ae6-b96b-226ca483,17/03/28 6:57,11,17/03/28,6:57:39,FALSE,11,Ep.11,304,590
bf7e575f-6f1a-1d87-be33-2a81e097,17/03/27 23:05,11,17/03/27,23:05:21,FALSE,11,Ep.11,565,590
Božidar Dare Zavšek,17/03/27 10:05,11,17/03/27,10:05:02,TRUE,2,Ep.2,431,481
c1b850ff-362a-890f-0c23-014773bb,17/03/28 21:02,11,17/03/28,21:02:17,FALSE,11,Ep.11,8,590
c1bff8eb-e4a2-6b57-08f6-c90c2dd4,17/04/01 10:58,11,17/04/01,10:58:53,FALSE,1,Ep.1,1,419
c2fbdf36-4771-1fb3-5775-51f76fea,17/03/28 6:36,11,17/03/28,6:36:59,FALSE,1,Ep.1,15,419
c3558f0b-de69-4a47-47a1-e3a710e8,17/03/28 12:22,11,17/03/28,12:22:53,FALSE,11,Ep.11,1,590
c3d91822-aa3e-5012-889b-195d2d31,17/03/27 20:14,11,17/03/27,20:14:28,FALSE,1,Ep.1,3,419
c9b02bb0-2d9f-f5cd-b926-ce472961,17/03/27 22:13,11,17/03/27,22:13:21,FALSE,1,Ep.1,56,419
ca5b73ee-ea3f-10c3-b5c0-c55bb918,17/03/28 12:31,11,17/03/28,12:31:35,FALSE,11,Ep.11,527,590
d155785b-91e0-1ffb-2707-9ab52361,17/03/28 14:29,11,17/03/28,14:29:56,FALSE,11,Ep.11,508,590
d15f0f38-63a6-5e08-af3c-59942cfd,17/03/27 16:08,11,17/03/27,16:08:21,FALSE,11,Ep.11,10,590
d18600ca-471d-4aac-4201-1d2ff0e2,17/03/28 23:41,11,17/03/28,23:41:12,FALSE,1,Ep.1,82,419
d756a953-8795-4f67-75b1-d639e749,17/03/29 8:44,11,17/03/29,8:44:46,FALSE,11,Ep.11,114,590
d7a31e3b-9252-b7ce-cd79-06fb3435,17/03/30 0:18,11,17/03/30,0:18:01,FALSE,1,Ep.1,419,419
d90285c7-2c28-b95f-fd64-19ccae03,17/03/27 8:04,11,17/03/27,8:04:03,FALSE,2,Ep.2,419,481
d9731222-68b4-8f74-eead-555f1a31,17/03/27 15:34,11,17/03/27,15:34:31,FALSE,1,Ep.1,116,419
Damijan,17/03/29 13:45,11,17/03/29,13:45:35,TRUE,11,Ep.11,454,590
Damir Mulalic,17/03/31 17:03,11,17/03/31,17:03:26,TRUE,3,Ep.3,47,596
Damir Mulalic,17/04/02 8:36,11,17/04/02,8:36:23,TRUE,8,Ep.8,359,702
Dejan88,17/03/31 8:27,11,17/03/31,8:27:30,TRUE,8,Ep.8,49,702
Deni Oreb,17/03/28 1:27,11,17/03/28,1:27:37,TRUE,1,Ep.1,73,419
Dimen,17/03/27 10:11,11,17/03/27,10:11:14,TRUE,9,Ep.9b,308,564
drejc,17/03/28 21:43,11,17/03/28,21:43:42,TRUE,10,Ep.10,573,587
e091c85e-d8a5-ed63-dfdb-631d4614,17/03/30 18:26,11,17/03/30,18:26:28,FALSE,11,Ep.11,51,590
e1a50f1a-5bab-dfd2-356d-34b15278,17/03/28 10:44,11,17/03/28,10:44:33,FALSE,11,Ep.11,503,590
e1f2777f-7c6b-f93a-7401-0f6b77d7,17/03/27 20:05,11,17/03/27,20:05:29,FALSE,11,Ep.11,493,590
e2171380-b07e-047d-f951-34f96dfd,17/03/27 9:01,11,17/03/27,9:01:16,FALSE,11,Ep.11,498,590
e22837ca-e873-72a1-8949-eebc1bbe,17/03/30 12:05,11,17/03/30,12:05:36,FALSE,1,Ep.1,16,419
e4d3bdcd-3150-a52d-b87f-e228b784,17/03/28 20:36,11,17/03/28,20:36:32,FALSE,11,Ep.11,444,590
e52ac489-0f89-254c-c872-48165eae,17/03/27 21:35,11,17/03/27,21:35:48,FALSE,1,Ep.1,411,419
e5cd9c71-a619-24b9-71eb-90d11ff2,17/03/27 11:43,11,17/03/27,11:43:15,FALSE,11,Ep.11,21,590
e8bab361-2104-3012-e177-97025ef9,17/03/27 13:54,11,17/03/27,13:54:50,FALSE,1,Ep.1,390,419
e90778a4-5450-1010-65c8-08188f9d,17/04/02 21:16,11,17/04/02,21:16:23,FALSE,12,Ep.12,5,917
eaabc3a6-b495-7b5f-3da9-1def2a4f,17/03/29 11:42,11,17/03/29,11:42:14,FALSE,1,Ep.1,189,419
eab0a966-4f61-5cbc-a3f4-c7a99e4f,17/04/01 11:54,11,17/04/01,11:54:24,FALSE,11,Ep.11,580,590
eaec3738-fd44-6a8a-2e28-422c19b4,17/03/27 11:44,11,17/03/27,11:44:57,FALSE,1,Ep.1,130,419
ec2e9505-06e2-b04c-2b9b-41497c8e,17/03/27 15:35,11,17/03/27,15:35:31,FALSE,11,Ep.11,187,590
ecb086d0-a95f-2fff-283a-25e48548,17/03/31 21:36,11,17/03/31,21:36:16,FALSE,11,Ep.11,192,590
ecb086d0-a95f-2fff-283a-25e48548,17/03/31 21:40,11,17/03/31,21:40:58,FALSE,3,Ep.3,105,596
ecb086d0-a95f-2fff-283a-25e48548,17/03/31 21:43,11,17/03/31,21:43:39,FALSE,10,Ep.10,225,587
eccfccb8-59b0-317f-9f8c-458bcbe9,17/03/27 10:43,11,17/03/27,10:43:38,FALSE,1,Ep.1,56,419
ed71bd28-a732-78c0-de66-e32f77c8,17/03/27 21:33,11,17/03/27,21:33:51,FALSE,11,Ep.11,209,590
ef70bde5-8a4d-68a0-4f26-e5253d2c,17/03/27 6:21,11,17/03/27,6:21:56,FALSE,1,Ep.1,187,419
ef70bde5-8a4d-68a0-4f26-e5253d2c,17/03/27 6:29,11,17/03/27,6:29:39,FALSE,11,Ep.11,91,590
ef70bde5-8a4d-68a0-4f26-e5253d2c,17/03/27 6:32,11,17/03/27,6:32:21,FALSE,8,Ep.8,215,702
ef70bde5-8a4d-68a0-4f26-e5253d2c,17/03/27 6:36,11,17/03/27,6:36:57,FALSE,9,Ep.9b,148,564
eva123,17/04/02 20:16,11,17/04/02,20:16:58,TRUE,10,Ep.10,18,587
f2d9d2a9-5027-86e4-b039-f6cb1313,17/03/30 0:07,11,17/03/30,0:07:27,FALSE,10,Ep.10,135,587
f6a83b65-8553-5c53-c639-136c8f37,17/04/01 13:06,11,17/04/01,13:06:41,FALSE,11,Ep.11,37,590
f739090a-ca1b-d634-6b16-592f481a,17/04/01 12:46,11,17/04/01,12:46:21,FALSE,11,Ep.11,578,590
fa4c7121-13b7-0b11-871b-06ad9c72,17/03/31 14:46,11,17/03/31,14:46:28,FALSE,11,Ep.11,588,590
fc748b16-6cb8-3ee3-b093-96e4ff70,17/03/28 19:21,11,17/03/28,19:21:17,FALSE,1,Ep.1,24,419
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 7:19,11,17/03/28,7:19:45,FALSE,10,Ep.10,496,587
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 7:29,11,17/03/28,7:29:07,FALSE,11,Ep.11,514,590
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 10:48,11,17/03/28,10:48:20,FALSE,6,Ep.6,565,697
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 10:58,11,17/03/28,10:58:53,FALSE,7,Ep.7,204,339
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 11:07,11,17/03/28,11:07:55,FALSE,8,Ep.8,432,702
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 11:17,11,17/03/28,11:17:35,FALSE,10,Ep.10,131,587
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/28 11:21,11,17/03/28,11:21:39,FALSE,11,Ep.11,476,590
fcb83a6e-9298-b96c-29e5-c217b27f,17/03/29 14:53,11,17/03/29,14:53:50,FALSE,11,Ep.11,45,590
Ferijan Perkovic,17/03/27 13:13,11,17/03/27,13:13:26,TRUE,11,Ep.11,514,590
Ivana PR,17/03/27 10:13,11,17/03/27,10:13:51,TRUE,11,Ep.11,165,590
JOZE,17/03/27 21:47,11,17/03/27,21:47:00,TRUE,10,Ep.10,52,587
jurebizjak,17/03/27 15:10,11,17/03/27,15:10:44,TRUE,5,Ep.5,16,550
kemi,17/03/28 22:10,11,17/03/28,22:10:29,TRUE,11,Ep.11,551,590
Kreso,17/03/27 17:25,11,17/03/27,17:25:01,TRUE,7,Ep.7,288,339
Kreso,17/03/27 17:34,11,17/03/27,17:34:32,TRUE,8,Ep.8,93,702
Kvasina,17/04/01 22:47,11,17/04/01,22:47:09,TRUE,1,Ep.1,10,419
Lupodimare,17/03/30 12:35,11,17/03/30,12:35:12,TRUE,10,Ep.10,44,587
Lupodimare,17/03/30 12:37,11,17/03/30,12:37:12,TRUE,9,Ep.9b,239,564
Mafra,17/04/01 1:19,11,17/04/01,1:19:25,TRUE,1,Ep.1,131,419
mare10,17/03/29 10:46,11,17/03/29,10:46:34,TRUE,2,Ep.2,132,481
Marjan67,17/04/02 22:26,11,17/04/02,22:26:02,TRUE,11,Ep.11,94,590
marko76,17/04/02 23:39,11,17/04/02,23:39:08,TRUE,10,Ep.10,316,587
marko76,17/04/02 23:45,11,17/04/02,23:45:12,TRUE,11,Ep.11,467,590
martin rus 1,17/03/29 22:08,11,17/03/29,22:08:32,TRUE,10,Ep.10,16,587
Matija Osterc,17/03/27 21:43,11,17/03/27,21:43:32,TRUE,2,Ep.2,437,481
Matija Osterc,17/03/27 21:52,11,17/03/27,21:52:17,TRUE,3,Ep.3,504,596
Matija Osterc,17/03/27 22:13,11,17/03/27,22:13:33,TRUE,5,Ep.5,219,550
Matija Osterc,17/03/27 22:41,11,17/03/27,22:41:42,TRUE,8,Ep.8,647,702
Matija Osterc,17/03/27 22:55,11,17/03/27,22:55:29,TRUE,9,Ep.9b,521,564
Matija Osterc,17/03/27 23:15,11,17/03/27,23:15:56,TRUE,11,Ep.11,586,590
Matjaz Pucher,17/03/27 22:41,11,17/03/27,22:41:38,TRUE,11,Ep.11,31,590
Miho,17/03/27 8:54,11,17/03/27,8:54:08,TRUE,11,Ep.11,437,590
Miho,17/03/27 9:02,11,17/03/27,9:02:22,TRUE,10,Ep.10,407,587
Milan Kuraš,17/03/28 23:46,11,17/03/28,23:46:38,TRUE,1,Ep.1,11,419
Milan Kuraš,17/03/28 23:52,11,17/03/28,23:52:54,TRUE,11,Ep.11,14,590
nenad poduje,17/03/28 16:04,11,17/03/28,16:04:06,TRUE,11,Ep.11,66,590
NenadS,17/03/28 21:15,11,17/03/28,21:15:27,TRUE,9,Ep.9b,562,564
NinoBarzic,17/04/02 21:39,11,17/04/02,21:39:53,TRUE,12,Ep.12,702,917
Olga,17/03/27 10:42,11,17/03/27,10:42:24,TRUE,10,Ep.10,90,587
Olga,17/03/27 12:29,11,17/03/27,12:29:36,TRUE,1,Ep.1,182,419
Pero,17/03/29 17:51,11,17/03/29,17:51:36,TRUE,1,Ep.1,75,419
Pero,17/03/29 17:55,11,17/03/29,17:55:33,TRUE,2,Ep.2,325,481
Pero,17/03/29 18:02,11,17/03/29,18:02:49,TRUE,3,Ep.3,300,596
Pero,17/03/29 18:09,11,17/03/29,18:09:27,TRUE,4,Ep.4,154,599
Pero,17/03/29 18:13,11,17/03/29,18:13:29,TRUE,5,Ep.5,270,550
Pero,17/03/29 18:19,11,17/03/29,18:19:56,TRUE,6,Ep.6,251,697
Pero,17/03/29 18:45,11,17/03/29,18:45:18,TRUE,8,Ep.8,686,702
Petar,17/03/27 1:06,11,17/03/27,1:06:35,TRUE,4,Ep.4,100,599
Polona,17/03/28 21:18,11,17/03/28,21:18:44,TRUE,10,Ep.10,5,587
RadoL,17/03/27 4:51,11,17/03/27,4:51:59,TRUE,11,Ep.11,449,590
rino,17/03/28 20:59,11,17/03/28,20:59:36,TRUE,1,Ep.1,9,419
roland,17/03/27 7:57,11,17/03/27,7:57:56,TRUE,1,Ep.1,170,419
Sandi,17/03/27 7:58,11,17/03/27,7:58:48,TRUE,10,Ep.10,2,587
Sandi,17/03/27 14:07,11,17/03/27,14:07:28,TRUE,10,Ep.10,27,587
sandi1,17/03/27 1:41,11,17/03/27,1:41:18,TRUE,10,Ep.10,2,587
sandi1,17/03/27 1:43,11,17/03/27,1:43:48,TRUE,10,Ep.10,2,587
sandi1,17/03/27 1:45,11,17/03/27,1:45:35,TRUE,11,Ep.11,1,590
Silvestar Tokic,17/04/02 16:19,11,17/04/02,16:19:42,TRUE,10,Ep.10,57,587
Srđan,17/03/27 15:50,11,17/03/27,15:50:24,TRUE,11,Ep.11,351,590
Stjepan,17/03/28 21:06,11,17/03/28,21:06:51,TRUE,1,Ep.1,28,419
Svjetlana,17/03/30 11:11,11,17/03/30,11:11:49,TRUE,1,Ep.1,17,419
Teja,17/03/30 14:01,11,17/03/30,14:01:52,TRUE,10,Ep.10,5,587
Tina Kiler,17/03/28 20:42,11,17/03/28,20:42:45,TRUE,9,Ep.9a,32,73
tinakovac,17/03/27 12:07,11,17/03/27,12:07:45,TRUE,11,Ep.11,454,590
Tojo,17/03/27 9:54,11,17/03/27,9:54:53,TRUE,5,Ep.5,163,550
00ac3501-99ac-bbf8-09a5-f2d0bb54,17/03/20 13:31,10,17/03/20,13:31:36,FALSE,10,Ep.10,379,587
00da3f15-ce18-8193-12a0-0a5efb4d,17/03/20 7:42,10,17/03/20,7:42:34,FALSE,1,Ep.1,22,419
00da3f15-ce18-8193-12a0-0a5efb4d,17/03/20 7:47,10,17/03/20,7:47:24,FALSE,9,Ep.9b,287,564
00f0e8b0-48bc-a0d8-e2dd-08e66290,17/03/26 13:53,10,17/03/26,13:53:52,FALSE,1,Ep.1,167,419
02b1a93f-e1ed-ee36-07ce-935a4ddd,17/03/26 13:43,10,17/03/26,13:43:04,FALSE,1,Ep.1,109,419
046297cd-19f2-15b9-b5c9-b2c8704e,17/03/20 11:57,10,17/03/20,11:57:57,FALSE,1,Ep.1,7,419
046f0d05-85d4-e5b1-65b8-238309f2,17/03/21 14:36,10,17/03/21,14:36:58,FALSE,10,Ep.10,524,587
04d746fa-62bf-5ddd-f150-01a868bd,17/03/20 16:08,10,17/03/20,16:08:06,FALSE,10,Ep.10,109,587
04f2dee9-24f7-b53c-b320-22cc8c12,17/03/26 20:56,10,17/03/26,20:56:03,FALSE,10,Ep.10,30,587
0688c7bc-4b41-bebb-5bb2-e22f2191,17/03/25 17:39,10,17/03/25,17:39:45,FALSE,10,Ep.10,345,587
0efa2352-e0b9-f412-35bd-2127d932,17/03/21 19:22,10,17/03/21,19:22:23,FALSE,1,Ep.1,215,419
119f1291-dce9-2d34-83f3-a08b73b0,17/03/26 19:42,10,17/03/26,19:42:03,FALSE,1,Ep.1,87,419
11ac711b-a0c6-6d2b-ccf7-cc40fdf1,17/03/20 9:40,10,17/03/20,9:40:37,FALSE,1,Ep.1,417,419
120b125a-a934-f3ed-6229-854d9a0a,17/03/20 11:47,10,17/03/20,11:47:56,FALSE,1,Ep.1,176,419
1215c62d-87c4-f27c-6d55-770485ad,17/03/24 18:54,10,17/03/24,18:54:44,FALSE,10,Ep.10,570,587
12461075-d30f-edd1-bd0b-98e2b8f8,17/03/26 14:35,10,17/03/26,14:35:12,FALSE,1,Ep.1,304,419
12e708e3-2290-1ee4-7c29-a5fc9572,17/03/25 22:54,10,17/03/25,22:54:08,FALSE,1,Ep.1,209,419
1339b25f-1e7a-8a33-62e9-965d464e,17/03/26 13:11,10,17/03/26,13:11:21,FALSE,10,Ep.10,493,587
133ae576-d2ba-f5c3-a5a1-9b8e7e56,17/03/20 11:19,10,17/03/20,11:19:55,FALSE,10,Ep.10,3,587
15165ea2-bc2f-7ecf-7987-4c47f778,17/03/21 8:14,10,17/03/21,8:14:03,FALSE,10,Ep.10,440,587
155bed75-79ae-7cbd-ed87-684a40fe,17/03/20 16:23,10,17/03/20,16:23:09,FALSE,6,Ep.6,142,697
1580fb53-f646-8c8d-eac3-4d496410,17/03/26 14:14,10,17/03/26,14:14:04,FALSE,1,Ep.1,367,419
162e3ae5-c8bc-e3f4-9fc8-6a6a1e8b,17/03/20 11:28,10,17/03/20,11:28:16,FALSE,9,Ep.9a,73,73
162e3ae5-c8bc-e3f4-9fc8-6a6a1e8b,17/03/20 11:30,10,17/03/20,11:30:27,FALSE,10,Ep.10,226,587
1651d6c0-6bdb-f72b-b85f-eca334a8,17/03/26 16:45,10,17/03/26,16:45:43,FALSE,1,Ep.1,10,419
1786f829-e97c-2df9-4404-d689d2fe,17/03/20 13:01,10,17/03/20,13:01:48,FALSE,10,Ep.10,114,587
1796da02-3238-6720-e74d-f9a28a88,17/03/26 13:41,10,17/03/26,13:41:51,FALSE,1,Ep.1,411,419
187af3d1-3123-91ce-3f86-8d788a83,17/03/22 9:39,10,17/03/22,9:39:30,FALSE,10,Ep.10,56,587
1ad4014c-a6ee-7a9d-126e-89b07d05,17/03/22 21:43,10,17/03/22,21:43:24,FALSE,1,Ep.1,397,419
1afc61ea-b268-3530-c9dd-0e1f5e8f,17/03/20 12:15,10,17/03/20,12:15:22,FALSE,10,Ep.10,14,587
1b14e909-42dd-2093-500b-93e54e16,17/03/20 11:06,10,17/03/20,11:06:00,FALSE,10,Ep.10,478,587
1b7d2a58-3e01-ddf0-35f7-71d07640,17/03/23 16:20,10,17/03/23,16:20:08,FALSE,1,Ep.1,108,419
1bb5975a-ac4b-b3dd-e65c-550398aa,17/03/21 18:34,10,17/03/21,18:34:31,FALSE,10,Ep.10,46,587
1beb31a1-0aea-018e-a7e1-82085ffa,17/03/26 17:39,10,17/03/26,17:39:08,FALSE,1,Ep.1,401,419
1beb31a1-0aea-018e-a7e1-82085ffa,17/03/26 17:53,10,17/03/26,17:53:36,FALSE,3,Ep.3,97,596
1beb31a1-0aea-018e-a7e1-82085ffa,17/03/26 17:58,10,17/03/26,17:58:46,FALSE,4,Ep.4,409,599
1beb31a1-0aea-018e-a7e1-82085ffa,17/03/26 18:09,10,17/03/26,18:09:04,FALSE,8,Ep.8,583,702
1c41f30f-3192-9168-247a-f3b2bbf5,17/03/25 21:13,10,17/03/25,21:13:05,FALSE,1,Ep.1,15,419
1c41f30f-3192-9168-247a-f3b2bbf5,17/03/25 21:17,10,17/03/25,21:17:08,FALSE,9,Ep.9b,448,564
1c7f2cf6-2e2f-6059-94ca-0ca837f8,17/03/20 11:09,10,17/03/20,11:09:13,FALSE,8,Ep.8,358,702
1d020feb-12ac-3e25-b824-c2711555,17/03/26 14:39,10,17/03/26,14:39:13,FALSE,1,Ep.1,101,419
1d3ed189-1162-0dd0-bcb2-fda83a50,17/03/20 13:44,10,17/03/20,13:44:55,FALSE,1,Ep.1,33,419
1d94b7cc-9ae7-bdf2-7b99-7739e0d6,17/03/23 8:26,10,17/03/23,8:26:54,FALSE,2,Ep.2,18,481
209bbfb6-0edf-e06c-9ad2-81d08713,17/03/20 14:45,10,17/03/20,14:45:51,FALSE,10,Ep.10,550,587
21214545-aac3-c4d8-d3ca-72f310ae,17/03/26 14:47,10,17/03/26,14:47:00,FALSE,1,Ep.1,19,419
213d40f8-ebe4-2e8f-83f0-9c00d465,17/03/20 23:05,10,17/03/20,23:05:36,FALSE,10,Ep.10,87,587
22588ca4-91b2-029b-0ced-69901b62,17/03/21 7:37,10,17/03/21,7:37:32,FALSE,10,Ep.10,243,587
23eafa77-fab1-3715-f947-127f8d8d,17/03/25 16:13,10,17/03/25,16:13:16,FALSE,1,Ep.1,87,419
23eafa77-fab1-3715-f947-127f8d8d,17/03/25 22:42,10,17/03/25,22:42:58,FALSE,1,Ep.1,376,419
2415b1a2-e628-1ac4-07eb-d2201aa7,17/03/26 13:48,10,17/03/26,13:48:19,FALSE,10,Ep.10,76,587
25a6d061-edd3-f845-b794-dd2b2466,17/03/26 13:42,10,17/03/26,13:42:12,FALSE,1,Ep.1,34,419
